"상품명","키워드","상품원본URL","쿠팡링크","상품이미지URL","상품ID","아이템ID","카테고리","가격","할인율","로켓정보","평점","리뷰수","점수","click_priority","가격대","상품군","계절태그","대상독자","사용장소","문제상황","불편포인트","장점1","장점2","장점3","주의점","검색의도","글관점","제목시드","썸네일프롬프트","CTA문구","광고고지문","수집경로","수집키워드","수집순위","수집일시","used","used_at","post_title"
"홈플래닛 스탠드형 리모컨 선풍기, NDL2316R","홈플래닛 스탠드형 리모컨 선풍기 NDL2316R","https://www.coupang.com/vp/products/1459643219?itemId=2511597502","https://www.coupang.com/vp/products/1459643219?itemId=2511597502","","1459643219","2511597502","계절가전","32,990원","0","로켓배송, 내일도착","4.5","45101","405.0","high","3만-7만원대","선풍기/서큘레이터","여름","자취생, 사무실 사용자, 더위를 많이 타는 사람","원룸, 책상, 거실","여름철 방 안 공기가 답답하고 열감이 잘 빠지지 않을 때","소음이나 바람 세기가 애매하면 틀어두고 쓰기 불편함","좁은 공간에서도 체감 시원함을 만들기 좋음","상황에 따라 이동하거나 방향 조절하기 편함","전기요금 부담을 비교적 덜 느끼기 쉬움","냉방기기 대체재라기보다 보조용으로 보는 편이 맞음","문제해결형 추천","구매 전 확인할 조건을 정리하는 체크리스트형","자취생, 사무실 사용자, 더위를 많이 타는 사람 기준으로 홈플래닛 스탠드형 리모컨 선풍기 NDL2316R 고를 때 보기 쉬운 구매 전 체크","홈플래닛 스탠드형 리모컨 선풍기 NDL2316R를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 원룸, 책상, 거실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>가전디지털>계절가전","계절가전","","","","",""
"에어보나 리모컨 벽걸이 선풍기, AB-508WR","에어보나 리모컨 벽걸이 선풍기 508WR","https://www.coupang.com/vp/products/8075134678?itemId=22745639169","https://www.coupang.com/vp/products/8075134678?itemId=22745639169","","8075134678","22745639169","계절가전","39,800원","69","로켓배송, 내일도착","5.0","1219","188.14","high","3만-7만원대","선풍기/서큘레이터","여름","자취생, 사무실 사용자, 더위를 많이 타는 사람","원룸, 책상, 거실","여름철 방 안 공기가 답답하고 열감이 잘 빠지지 않을 때","소음이나 바람 세기가 애매하면 틀어두고 쓰기 불편함","좁은 공간에서도 체감 시원함을 만들기 좋음","상황에 따라 이동하거나 방향 조절하기 편함","전기요금 부담을 비교적 덜 느끼기 쉬움","냉방기기 대체재라기보다 보조용으로 보는 편이 맞음","문제해결형 추천","구매 전 확인할 조건을 정리하는 체크리스트형","자취생, 사무실 사용자, 더위를 많이 타는 사람 기준으로 에어보나 리모컨 벽걸이 선풍기 508WR 고를 때 보기 쉬운 구매 전 체크","에어보나 리모컨 벽걸이 선풍기 508WR를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 원룸, 책상, 거실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>가전디지털>계절가전","계절가전","","","","",""
"캐리어 인버터 18.7㎡(5.7평) 벽걸이 에어컨 방문설치, KARB-0062FAWSD, 일반배관형","캐리어 인버터 18 7㎡ 에어컨 0062FAWSD","https://www.coupang.com/vp/products/8736166955?itemId=25389022118","https://www.coupang.com/vp/products/8736166955?itemId=25389022118","","8736166955","25389022118","계절가전","454,520원","5","","4.5","1036","157.16","high","15만-50만원대","에어컨/냉난방기","여름, 장마철","원룸, 거실, 사무실처럼 공간 크기에 맞는 냉방 제품을 찾는 사람","원룸, 거실, 사무실, 작은 매장","여름 전기요금과 설치 조건을 같이 보면서 냉방 제품을 골라야 할 때","평수, 설치 방식, 배관 조건을 놓치면 가격보다 설치에서 더 크게 막힐 수 있음","공간 면적과 설치 조건을 기준으로 판단하기 좋음","방문설치, 이동식, 창문형처럼 상황별 선택지가 분명함","계절 수요가 강해 구매 전 검색 의도가 뚜렷함","설치비, 배관형, 실외기 위치, 전기요금 부담은 반드시 따로 확인해야 함","문제해결형 추천","구매 전 확인할 조건을 정리하는 체크리스트형","원룸, 거실, 사무실처럼 공간 크기에 맞는 냉방 제품을 찾는 사람 기준으로 캐리어 인버터 18 7㎡ 에어컨 0062FAWSD 고를 때 보기 쉬운 구매 전 체크","캐리어 인버터 18 7㎡ 에어컨 0062FAWSD를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 원룸, 거실, 사무실, 작은 매장 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>가전디지털>계절가전","계절가전","","","","",""
"홈플래닛 벽걸이형 선풍기, NDB1706","홈플래닛 벽걸이형 선풍기 NDB1706","https://www.coupang.com/vp/products/6382601626?itemId=13567808174","https://www.coupang.com/vp/products/6382601626?itemId=13567808174","","6382601626","13567808174","계절가전","23,990원","0","로켓배송, 내일도착","4.5","3059","288.54","high","1만-3만원대","선풍기/서큘레이터","여름","자취생, 사무실 사용자, 더위를 많이 타는 사람","원룸, 책상, 거실","여름철 방 안 공기가 답답하고 열감이 잘 빠지지 않을 때","소음이나 바람 세기가 애매하면 틀어두고 쓰기 불편함","좁은 공간에서도 체감 시원함을 만들기 좋음","상황에 따라 이동하거나 방향 조절하기 편함","전기요금 부담을 비교적 덜 느끼기 쉬움","냉방기기 대체재라기보다 보조용으로 보는 편이 맞음","문제해결형 추천","구매 전 확인할 조건을 정리하는 체크리스트형","자취생, 사무실 사용자, 더위를 많이 타는 사람 기준으로 홈플래닛 벽걸이형 선풍기 NDB1706 고를 때 보기 쉬운 구매 전 체크","홈플래닛 벽걸이형 선풍기 NDB1706를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 원룸, 책상, 거실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>가전디지털>계절가전","계절가전","","","","",""
"에너자이저 100단 5200mAh 대용량 배터리 급속 냉각 휴대용 손풍기 선풍기, EF5200","에너자이저 100단 5200mAh 배터리 선풍기 EF5200","https://www.coupang.com/vp/products/9502503735?itemId=28310526144","https://www.coupang.com/vp/products/9502503735?itemId=28310526144","","9502503735","28310526144","계절가전","29,000원","50","로켓판매자, 내일도착","5.0","99","120.94","medium","1만-3만원대","선풍기/서큘레이터","여름","자취생, 사무실 사용자, 더위를 많이 타는 사람","원룸, 책상, 거실","여름철 방 안 공기가 답답하고 열감이 잘 빠지지 않을 때","소음이나 바람 세기가 애매하면 틀어두고 쓰기 불편함","좁은 공간에서도 체감 시원함을 만들기 좋음","상황에 따라 이동하거나 방향 조절하기 편함","전기요금 부담을 비교적 덜 느끼기 쉬움","냉방기기 대체재라기보다 보조용으로 보는 편이 맞음","문제해결형 추천","구매 전 확인할 조건을 정리하는 체크리스트형","자취생, 사무실 사용자, 더위를 많이 타는 사람 기준으로 에너자이저 100단 5200mAh 배터리 선풍기 EF5200 고를 때 보기 쉬운 구매 전 체크","에너자이저 100단 5200mAh 배터리 선풍기 EF5200를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 원룸, 책상, 거실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>가전디지털>계절가전","계절가전","","","","",""
"카카오프렌즈 춘식이 파워쿨링 급속 냉각 휴대용 핸디 선풍기, 옐로우 볼캡 춘식, 옐로우","카카오프렌즈 춘식이 파워쿨링 급속 선풍기","https://www.coupang.com/vp/products/8797132405?itemId=25611854537","https://www.coupang.com/vp/products/8797132405?itemId=25611854537","","8797132405","25611854537","계절가전","34,810원","28","로켓배송, 내일도착","5.0","117","122.02","medium","3만-7만원대","선풍기/서큘레이터","여름","자취생, 사무실 사용자, 더위를 많이 타는 사람","원룸, 책상, 거실","여름철 방 안 공기가 답답하고 열감이 잘 빠지지 않을 때","소음이나 바람 세기가 애매하면 틀어두고 쓰기 불편함","좁은 공간에서도 체감 시원함을 만들기 좋음","상황에 따라 이동하거나 방향 조절하기 편함","전기요금 부담을 비교적 덜 느끼기 쉬움","냉방기기 대체재라기보다 보조용으로 보는 편이 맞음","문제해결형 추천","구매 전 확인할 조건을 정리하는 체크리스트형","자취생, 사무실 사용자, 더위를 많이 타는 사람 기준으로 카카오프렌즈 춘식이 파워쿨링 급속 선풍기 고를 때 보기 쉬운 구매 전 체크","카카오프렌즈 춘식이 파워쿨링 급속 선풍기를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 원룸, 책상, 거실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>가전디지털>계절가전","계절가전","","","","",""
"아이코모스 탁상용 무선 미니 USB 선풍기, 색상 랜덤발송","아이코모스 탁상용 무선 미니 선풍기","https://www.coupang.com/vp/products/9456450815?itemId=28136742270","https://www.coupang.com/vp/products/9456450815?itemId=28136742270","","9456450815","28136742270","계절가전","7,900원","64","로켓판매자, 내일도착","5.0","23","122.38","medium","1만원 미만","선풍기/서큘레이터","여름","자취생, 사무실 사용자, 더위를 많이 타는 사람","원룸, 책상, 거실","여름철 방 안 공기가 답답하고 열감이 잘 빠지지 않을 때","소음이나 바람 세기가 애매하면 틀어두고 쓰기 불편함","좁은 공간에서도 체감 시원함을 만들기 좋음","상황에 따라 이동하거나 방향 조절하기 편함","전기요금 부담을 비교적 덜 느끼기 쉬움","냉방기기 대체재라기보다 보조용으로 보는 편이 맞음","문제해결형 추천","구매 전 확인할 조건을 정리하는 체크리스트형","자취생, 사무실 사용자, 더위를 많이 타는 사람 기준으로 아이코모스 탁상용 무선 미니 선풍기 고를 때 보기 쉬운 구매 전 체크","아이코모스 탁상용 무선 미니 선풍기를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 원룸, 책상, 거실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>가전디지털>계절가전","계절가전","","","","",""
"오아 스퀘어 미니 탁상용 무선 휴대용 USB BLDC 선풍기, OFN-041WH, 화이트","오아 스퀘어 미니 탁상용 선풍기 041WH","https://www.coupang.com/vp/products/6402983601?itemId=13698125786","https://www.coupang.com/vp/products/6402983601?itemId=13698125786","","6402983601","13698125786","계절가전","19,800원","0","로켓배송, 내일도착","5.0","3886","356.16","high","1만-3만원대","선풍기/서큘레이터","여름","자취생, 사무실 사용자, 더위를 많이 타는 사람","원룸, 책상, 거실","여름철 방 안 공기가 답답하고 열감이 잘 빠지지 않을 때","소음이나 바람 세기가 애매하면 틀어두고 쓰기 불편함","좁은 공간에서도 체감 시원함을 만들기 좋음","상황에 따라 이동하거나 방향 조절하기 편함","전기요금 부담을 비교적 덜 느끼기 쉬움","냉방기기 대체재라기보다 보조용으로 보는 편이 맞음","문제해결형 추천","구매 전 확인할 조건을 정리하는 체크리스트형","자취생, 사무실 사용자, 더위를 많이 타는 사람 기준으로 오아 스퀘어 미니 탁상용 선풍기 041WH 고를 때 보기 쉬운 구매 전 체크","오아 스퀘어 미니 탁상용 선풍기 041WH를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 원룸, 책상, 거실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>가전디지털>계절가전","계절가전","","","","",""
"홈플래닛 리모컨 서큘레이터 선풍기, NDL666R","홈플래닛 리모컨 서큘레이터 선풍기 NDL666R","https://www.coupang.com/vp/products/5472150417?itemId=8411834411","https://www.coupang.com/vp/products/5472150417?itemId=8411834411","","5472150417","8411834411","계절가전","33,990원","20","로켓배송, 내일도착","4.5","4196","356.76","high","3만-7만원대","선풍기/서큘레이터","여름","자취생, 사무실 사용자, 더위를 많이 타는 사람","원룸, 책상, 거실","여름철 방 안 공기가 답답하고 열감이 잘 빠지지 않을 때","소음이나 바람 세기가 애매하면 틀어두고 쓰기 불편함","좁은 공간에서도 체감 시원함을 만들기 좋음","상황에 따라 이동하거나 방향 조절하기 편함","전기요금 부담을 비교적 덜 느끼기 쉬움","냉방기기 대체재라기보다 보조용으로 보는 편이 맞음","문제해결형 추천","구매 전 확인할 조건을 정리하는 체크리스트형","자취생, 사무실 사용자, 더위를 많이 타는 사람 기준으로 홈플래닛 리모컨 서큘레이터 선풍기 NDL666R 고를 때 보기 쉬운 구매 전 체크","홈플래닛 리모컨 서큘레이터 선풍기 NDL666R를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 원룸, 책상, 거실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>가전디지털>계절가전","계절가전","","","","",""
"무아스 마그넷 탁상용 무선 선풍기, MF-D5, 크림","무아스 마그넷 탁상용 무선 선풍기 D5","https://www.coupang.com/vp/products/8686193969?itemId=25216353084","https://www.coupang.com/vp/products/8686193969?itemId=25216353084","","8686193969","25216353084","계절가전","24,800원","17","로켓배송, 내일도착","5.0","185","134.1","medium","1만-3만원대","선풍기/서큘레이터","여름","자취생, 사무실 사용자, 더위를 많이 타는 사람","원룸, 책상, 거실","여름철 방 안 공기가 답답하고 열감이 잘 빠지지 않을 때","소음이나 바람 세기가 애매하면 틀어두고 쓰기 불편함","좁은 공간에서도 체감 시원함을 만들기 좋음","상황에 따라 이동하거나 방향 조절하기 편함","전기요금 부담을 비교적 덜 느끼기 쉬움","냉방기기 대체재라기보다 보조용으로 보는 편이 맞음","문제해결형 추천","구매 전 확인할 조건을 정리하는 체크리스트형","자취생, 사무실 사용자, 더위를 많이 타는 사람 기준으로 무아스 마그넷 탁상용 무선 선풍기 D5 고를 때 보기 쉬운 구매 전 체크","무아스 마그넷 탁상용 무선 선풍기 D5를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 원룸, 책상, 거실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>가전디지털>계절가전","계절가전","","","","",""
"무아스 플랫스퀘어 탁상용 무선 선풍기, MF-D3, 화이트","무아스 플랫스퀘어 탁상용 무선 선풍기 D3","https://www.coupang.com/vp/products/8057484735?itemId=22620366403","https://www.coupang.com/vp/products/8057484735?itemId=22620366403","","8057484735","22620366403","계절가전","19,400원","0","로켓배송, 내일도착","5.0","157","132.42","medium","1만-3만원대","선풍기/서큘레이터","여름","자취생, 사무실 사용자, 더위를 많이 타는 사람","원룸, 책상, 거실","여름철 방 안 공기가 답답하고 열감이 잘 빠지지 않을 때","소음이나 바람 세기가 애매하면 틀어두고 쓰기 불편함","좁은 공간에서도 체감 시원함을 만들기 좋음","상황에 따라 이동하거나 방향 조절하기 편함","전기요금 부담을 비교적 덜 느끼기 쉬움","냉방기기 대체재라기보다 보조용으로 보는 편이 맞음","문제해결형 추천","구매 전 확인할 조건을 정리하는 체크리스트형","자취생, 사무실 사용자, 더위를 많이 타는 사람 기준으로 무아스 플랫스퀘어 탁상용 무선 선풍기 D3 고를 때 보기 쉬운 구매 전 체크","무아스 플랫스퀘어 탁상용 무선 선풍기 D3를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 원룸, 책상, 거실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>가전디지털>계절가전","계절가전","","","","",""
"블라우풍트 에어튠 120단 펠티어 아이스 쿨링 BLDC 핸디 선풍기, 화이트, BLP-PF101W","블라우풍트 에어튠 120단 펠티어 선풍기 PF101W","https://www.coupang.com/vp/products/9468421869?itemId=28180058917","https://www.coupang.com/vp/products/9468421869?itemId=28180058917","","9468421869","28180058917","계절가전","19,800원","39","로켓배송, 내일도착","5.0","996","174.76","high","1만-3만원대","선풍기/서큘레이터","여름","자취생, 사무실 사용자, 더위를 많이 타는 사람","원룸, 책상, 거실","여름철 방 안 공기가 답답하고 열감이 잘 빠지지 않을 때","소음이나 바람 세기가 애매하면 틀어두고 쓰기 불편함","좁은 공간에서도 체감 시원함을 만들기 좋음","상황에 따라 이동하거나 방향 조절하기 편함","전기요금 부담을 비교적 덜 느끼기 쉬움","냉방기기 대체재라기보다 보조용으로 보는 편이 맞음","문제해결형 추천","구매 전 확인할 조건을 정리하는 체크리스트형","자취생, 사무실 사용자, 더위를 많이 타는 사람 기준으로 블라우풍트 에어튠 120단 펠티어 선풍기 PF101W 고를 때 보기 쉬운 구매 전 체크","블라우풍트 에어튠 120단 펠티어 선풍기 PF101W를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 원룸, 책상, 거실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>가전디지털>계절가전","계절가전","","","","",""
"[하이엔드]초저소음 높이조절 써큘레이터 에어 서큘레이터 가정용, 단일모델","하이엔드 초저소음 높이조절 써큘레이터 서큘레이터","https://www.coupang.com/vp/products/9466558889?itemId=28172811455","https://www.coupang.com/vp/products/9466558889?itemId=28172811455","","9466558889","28172811455","계절가전","59,300원","25","로켓판매자, 내일도착","5.0","154","132.24","medium","3만-7만원대","선풍기/서큘레이터","여름","자취생, 사무실 사용자, 더위를 많이 타는 사람","원룸, 책상, 거실","여름철 방 안 공기가 답답하고 열감이 잘 빠지지 않을 때","소음이나 바람 세기가 애매하면 틀어두고 쓰기 불편함","좁은 공간에서도 체감 시원함을 만들기 좋음","상황에 따라 이동하거나 방향 조절하기 편함","전기요금 부담을 비교적 덜 느끼기 쉬움","냉방기기 대체재라기보다 보조용으로 보는 편이 맞음","문제해결형 추천","구매 전 확인할 조건을 정리하는 체크리스트형","자취생, 사무실 사용자, 더위를 많이 타는 사람 기준으로 하이엔드 초저소음 높이조절 써큘레이터 서큘레이터 고를 때 보기 쉬운 구매 전 체크","하이엔드 초저소음 높이조절 써큘레이터 서큘레이터를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 원룸, 책상, 거실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>가전디지털>계절가전","계절가전","","","","",""
"홈플래닛 에어 써큘레이터, NDX1928","홈플래닛 에어 써큘레이터 NDX1928","https://www.coupang.com/vp/products/1459643230?itemId=2511597512","https://www.coupang.com/vp/products/1459643230?itemId=2511597512","https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/6ecf/054e6d225d55c2d4a408c3bbb917729162c61303b5b0273ba0ee6ea86007.jpg","1459643230","2511597512","계절가전","24,290원","12","로켓배송, 내일도착","4.5","14441","405.0","high","1만-3만원대","선풍기/서큘레이터","여름","자취생, 사무실 사용자, 더위를 많이 타는 사람","원룸, 책상, 거실","여름철 방 안 공기가 답답하고 열감이 잘 빠지지 않을 때","소음이나 바람 세기가 애매하면 틀어두고 쓰기 불편함","좁은 공간에서도 체감 시원함을 만들기 좋음","상황에 따라 이동하거나 방향 조절하기 편함","전기요금 부담을 비교적 덜 느끼기 쉬움","냉방기기 대체재라기보다 보조용으로 보는 편이 맞음","문제해결형 추천","구매 전 확인할 조건을 정리하는 체크리스트형","자취생, 사무실 사용자, 더위를 많이 타는 사람 기준으로 홈플래닛 에어 써큘레이터 NDX1928 고를 때 보기 쉬운 구매 전 체크","홈플래닛 에어 써큘레이터 NDX1928를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 원룸, 책상, 거실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>가전디지털>계절가전","계절가전","3","2026-05-13 15:36:21","","",""
"듀플렉스 미니 휴대용 선풍기, DP-691MF, 크림","듀플렉스 미니 휴대용 선풍기 691MF","https://www.coupang.com/vp/products/88264481?itemId=25425503077","https://www.coupang.com/vp/products/88264481?itemId=25425503077","https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2025/04/30/17/2/f37329a6-5cdd-4b51-a3e1-db262883c6b8.jpg","88264481","25425503077","계절가전","16,800원","43","로켓배송, 내일도착","4.5","7384","421.0","high","1만-3만원대","선풍기/서큘레이터","여름","자취생, 사무실 사용자, 더위를 많이 타는 사람","원룸, 책상, 거실","여름철 방 안 공기가 답답하고 열감이 잘 빠지지 않을 때","소음이나 바람 세기가 애매하면 틀어두고 쓰기 불편함","좁은 공간에서도 체감 시원함을 만들기 좋음","상황에 따라 이동하거나 방향 조절하기 편함","전기요금 부담을 비교적 덜 느끼기 쉬움","냉방기기 대체재라기보다 보조용으로 보는 편이 맞음","문제해결형 추천","구매 전 확인할 조건을 정리하는 체크리스트형","자취생, 사무실 사용자, 더위를 많이 타는 사람 기준으로 듀플렉스 미니 휴대용 선풍기 691MF 고를 때 보기 쉬운 구매 전 체크","듀플렉스 미니 휴대용 선풍기 691MF를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 원룸, 책상, 거실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>가전디지털>계절가전","계절가전","60","2026-05-13 15:36:38","","",""
"홈플래닛 넥풍기 휴대용 목걸이 선풍기, HF370, 화이트","홈플래닛 넥풍기 휴대용 목걸이 선풍기 HF370","https://www.coupang.com/vp/products/5172472350?itemId=7139425406","https://www.coupang.com/vp/products/5172472350?itemId=7139425406","https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2791213981320-a72d49ed-7cb9-42e9-a28e-6d3612cf0466.jpg","5172472350","7139425406","계절가전","22,990원","32","로켓배송, 내일도착","4.5","6523","413.0","high","1만-3만원대","선풍기/서큘레이터","여름","자취생, 사무실 사용자, 더위를 많이 타는 사람","원룸, 책상, 거실","여름철 방 안 공기가 답답하고 열감이 잘 빠지지 않을 때","소음이나 바람 세기가 애매하면 틀어두고 쓰기 불편함","좁은 공간에서도 체감 시원함을 만들기 좋음","상황에 따라 이동하거나 방향 조절하기 편함","전기요금 부담을 비교적 덜 느끼기 쉬움","냉방기기 대체재라기보다 보조용으로 보는 편이 맞음","문제해결형 추천","구매 전 확인할 조건을 정리하는 체크리스트형","자취생, 사무실 사용자, 더위를 많이 타는 사람 기준으로 홈플래닛 넥풍기 휴대용 목걸이 선풍기 HF370 고를 때 보기 쉬운 구매 전 체크","홈플래닛 넥풍기 휴대용 목걸이 선풍기 HF370를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 원룸, 책상, 거실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>가전디지털>계절가전","계절가전","121","2026-05-13 15:36:55","","",""
"샤오미 스마트 스탠딩 BLDC 선풍기2, BPLDS02DM","샤오미 스마트 스탠딩 BLDC 선풍기2 BPLDS02DM","https://www.coupang.com/vp/products/5359258845?itemId=7903333464","https://www.coupang.com/vp/products/5359258845?itemId=7903333464","https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2021/04/16/15/6/9d4b015e-1ea2-4305-a414-238c77a65d6f.jpg","5359258845","7903333464","계절가전","91,800원","8","로켓배송, 내일도착","4.5","5316","405.0","high","7만-15만원대","선풍기/서큘레이터","여름","자취생, 사무실 사용자, 더위를 많이 타는 사람","원룸, 책상, 거실","여름철 방 안 공기가 답답하고 열감이 잘 빠지지 않을 때","소음이나 바람 세기가 애매하면 틀어두고 쓰기 불편함","좁은 공간에서도 체감 시원함을 만들기 좋음","상황에 따라 이동하거나 방향 조절하기 편함","전기요금 부담을 비교적 덜 느끼기 쉬움","냉방기기 대체재라기보다 보조용으로 보는 편이 맞음","문제해결형 추천","구매 전 확인할 조건을 정리하는 체크리스트형","자취생, 사무실 사용자, 더위를 많이 타는 사람 기준으로 샤오미 스마트 스탠딩 BLDC 선풍기2 BPLDS02DM 고를 때 보기 쉬운 구매 전 체크","샤오미 스마트 스탠딩 BLDC 선풍기2 BPLDS02DM를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 원룸, 책상, 거실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.","제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능","이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.","로켓배송>가전디지털>계절가전","계절가전","170","2026-05-13 15:37:10","","",""
