상품명,키워드,상품원본URL,쿠팡링크,상품이미지URL,상품ID,아이템ID,카테고리,가격,할인율,로켓정보,평점,리뷰수,점수,click_priority,가격대,상품군,계절태그,대상독자,사용장소,문제상황,불편포인트,장점1,장점2,장점3,주의점,검색의도,글관점,제목시드,썸네일프롬프트,CTA문구,광고고지문,수집경로,수집키워드,수집순위,수집일시,used,used_at,post_title
"오리온 카스타드 12개입, 288g, 3개",오리온 카스타드 12개입,https://www.coupang.com/vp/products/6536499905?itemId=21053183227,https://www.coupang.com/vp/products/6536499905?itemId=21053183227,,6536499905,21053183227,식품,"9,760원",0,"로켓배송, 내일도착",5.0,55249,405.0,high,1만원 미만,간식/과자,사계절,"아이 간식, 사무실 간식, 손님용 간식을 찾는 사람","주방 수납장, 사무실 탕비실, 책상 서랍",집이나 사무실에 간단히 먹을 간식을 미리 준비하고 싶을 때,묶음 개수와 보관 공간을 생각하지 않으면 남기거나 눅눅해질 수 있음,개별 포장 여부와 개수를 비교하기 좋음,"사무실, 아이 간식, 손님용으로 용도가 분명함",가격대가 낮아 상세 조건 확인으로 이어지기 쉬움,"알레르기 성분, 당류, 보관법, 개별 포장 여부를 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","아이 간식, 사무실 간식, 손님용 간식을 찾는 사람 기준으로 오리온 카스타드 12개입 고를 때 보기 쉬운 구매 전 체크","오리온 카스타드 12개입를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방 수납장, 사무실 탕비실, 책상 서랍 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"펩시 콜라, 355ml, 24개",펩시 콜라 355ml,https://www.coupang.com/vp/products/7683209366?itemId=18055774783,https://www.coupang.com/vp/products/7683209366?itemId=18055774783,,7683209366,18055774783,식품,"16,210원",0,"로켓배송, 내일도착",5.0,37444,415.0,high,1만-3만원대,음료/탄산음료,"사계절, 여름","음료를 자주 마시는 가정, 사무실 탕비실, 손님용 음료를 준비하는 사람","냉장고, 주방, 사무실 탕비실, 팬트리",집이나 사무실에 마실 음료를 박스 단위로 미리 준비하고 싶을 때,"개수와 가격만 보면 당류, 카페인, 보관 공간을 놓치기 쉬움",개수와 용량을 기준으로 비교하기 좋음,"제로, 소용량, 대용량처럼 선택 기준이 뚜렷함",가정용과 사무실용으로 쓰임이 분명함,"당류, 카페인, 보관 공간, 캔이나 페트 용량을 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","음료를 자주 마시는 가정, 사무실 탕비실, 손님용 음료를 준비하는 사람 기준으로 펩시 콜라 355ml 고를 때 보기 쉬운 구매 전 체크","펩시 콜라 355ml를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 냉장고, 주방, 사무실 탕비실, 팬트리 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"해태htb 영진 구론산 오리지날, 150ml, 20개",해태htb 영진 구론산,https://www.coupang.com/vp/products/9192487666?itemId=27272350005,https://www.coupang.com/vp/products/9192487666?itemId=27272350005,,9192487666,27272350005,식품,"11,980원",0,"로켓배송, 내일도착",5.0,37532,415.0,high,1만-3만원대,음료/탄산음료,"사계절, 여름","음료를 자주 마시는 가정, 사무실 탕비실, 손님용 음료를 준비하는 사람","냉장고, 주방, 사무실 탕비실, 팬트리",집이나 사무실에 마실 음료를 박스 단위로 미리 준비하고 싶을 때,"개수와 가격만 보면 당류, 카페인, 보관 공간을 놓치기 쉬움",개수와 용량을 기준으로 비교하기 좋음,"제로, 소용량, 대용량처럼 선택 기준이 뚜렷함",가정용과 사무실용으로 쓰임이 분명함,"당류, 카페인, 보관 공간, 캔이나 페트 용량을 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","음료를 자주 마시는 가정, 사무실 탕비실, 손님용 음료를 준비하는 사람 기준으로 해태htb 영진 구론산 고를 때 보기 쉬운 구매 전 체크","해태htb 영진 구론산를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 냉장고, 주방, 사무실 탕비실, 팬트리 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"롯데웰푸드 에이비씨 초콜릿, 187g, 2개",롯데웰푸드 에이비씨 초콜릿,https://www.coupang.com/vp/products/26459835?itemId=23091093074,https://www.coupang.com/vp/products/26459835?itemId=23091093074,,26459835,23091093074,식품,"8,960원",3,"로켓배송, 내일도착",5.0,34458,405.0,high,1만원 미만,간식/과자,사계절,"아이 간식, 사무실 간식, 손님용 간식을 찾는 사람","주방 수납장, 사무실 탕비실, 책상 서랍",집이나 사무실에 간단히 먹을 간식을 미리 준비하고 싶을 때,묶음 개수와 보관 공간을 생각하지 않으면 남기거나 눅눅해질 수 있음,개별 포장 여부와 개수를 비교하기 좋음,"사무실, 아이 간식, 손님용으로 용도가 분명함",가격대가 낮아 상세 조건 확인으로 이어지기 쉬움,"알레르기 성분, 당류, 보관법, 개별 포장 여부를 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","아이 간식, 사무실 간식, 손님용 간식을 찾는 사람 기준으로 롯데웰푸드 에이비씨 초콜릿 고를 때 보기 쉬운 구매 전 체크","롯데웰푸드 에이비씨 초콜릿를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방 수납장, 사무실 탕비실, 책상 서랍 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"풀무원 퓨어 무라벨 생수, 2L, 24개",풀무원 퓨어 무라벨,https://www.coupang.com/vp/products/8010806804?itemId=27311078238,https://www.coupang.com/vp/products/8010806804?itemId=27311078238,,8010806804,27311078238,식품,"11,800원",0,"로켓배송, 내일도착",5.0,116126,415.0,high,1만-3만원대,생수/음료,"사계절, 여름","생수를 박스로 사두는 가정, 자취생, 사무실 탕비실 담당자","주방, 현관 옆 보관 공간, 사무실, 탕비실",생수를 매번 사러 가기 번거롭고 집이나 사무실에 미리 준비해두고 싶을 때,"용량과 개수, 보관 공간, 배송 무게를 같이 보지 않으면 주문 후 불편할 수 있음",반복 구매 수요가 높아 구성과 개수 비교가 중요함,500ml와 2L처럼 사용 상황에 따라 선택 기준이 분명함,무라벨 여부와 보관 편의성을 함께 판단하기 좋음,"박스 단위 무게, 보관 공간, 병 용량을 구매 전에 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","생수를 박스로 사두는 가정, 자취생, 사무실 탕비실 담당자 기준으로 풀무원 퓨어 무라벨 고를 때 보기 쉬운 구매 전 체크","풀무원 퓨어 무라벨를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 현관 옆 보관 공간, 사무실, 탕비실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"맥심 화이트골드 커피믹스, 11.7g, 160개입, 1개",맥심 화이트골드 커피믹스,https://www.coupang.com/vp/products/4549542648?itemId=5519787375,https://www.coupang.com/vp/products/4549542648?itemId=5519787375,,4549542648,5519787375,식품,"25,010원",0,,5.0,33462,415.0,high,1만-3만원대,커피/음료,사계절,"사무실 탕비실, 자취방, 집에서 커피를 자주 마시는 사람","탕비실, 책상, 주방, 사무실 냉장고",집이나 사무실에서 커피를 자주 마셔서 넉넉한 구성을 미리 준비하고 싶을 때,"개수와 용량만 보고 고르면 당류, 카페인, 보관 공간을 놓치기 쉬움",개수 대비 가격과 소비 속도를 같이 보기 좋음,"사무실용, 집비치용처럼 사용 목적이 분명함",로켓배송과 대량 구성 확인 수요가 높은 편,"당류, 카페인, 유통기한, 보관 공간은 상세정보에서 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","사무실 탕비실, 자취방, 집에서 커피를 자주 마시는 사람 기준으로 맥심 화이트골드 커피믹스 고를 때 보기 쉬운 구매 전 체크","맥심 화이트골드 커피믹스를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 탕비실, 책상, 주방, 사무실 냉장고 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"매일바이오 무가당 플레인, 450g, 2개",매일바이오 무가당 플레인,https://www.coupang.com/vp/products/1477952039?itemId=19224580885,https://www.coupang.com/vp/products/1477952039?itemId=19224580885,,1477952039,19224580885,식품,"7,200원",0,,5.0,119255,405.0,high,1만원 미만,유제품/간식,사계절,"아이 간식, 아침 대용, 사무실 간식용 유제품을 찾는 사람","냉장고, 주방, 사무실 냉장고",아침이나 간식으로 먹을 냉장 식품을 묶음으로 준비하고 싶을 때,냉장 보관과 소비기한을 놓치면 묶음 구매가 오히려 부담될 수 있음,개수와 소비기한을 함께 비교하기 좋음,"가족용, 간식용, 아침 대용으로 용도가 분명함",당류와 용량을 같이 확인하기 쉬움,"냉장 배송, 소비기한, 당류, 보관 공간을 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","아이 간식, 아침 대용, 사무실 간식용 유제품을 찾는 사람 기준으로 매일바이오 무가당 플레인 고를 때 보기 쉬운 구매 전 체크","매일바이오 무가당 플레인를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 냉장고, 주방, 사무실 냉장고 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"농심 누룽지팝, 142g, 2개",농심 누룽지팝 142g,https://www.coupang.com/vp/products/8730212699?itemId=25366429315,https://www.coupang.com/vp/products/8730212699?itemId=25366429315,,8730212699,25366429315,식품,"5,160원",0,"로켓배송, 내일도착",5.0,32968,405.0,high,1만원 미만,간식/과자,사계절,"아이 간식, 사무실 간식, 손님용 간식을 찾는 사람","주방 수납장, 사무실 탕비실, 책상 서랍",집이나 사무실에 간단히 먹을 간식을 미리 준비하고 싶을 때,묶음 개수와 보관 공간을 생각하지 않으면 남기거나 눅눅해질 수 있음,개별 포장 여부와 개수를 비교하기 좋음,"사무실, 아이 간식, 손님용으로 용도가 분명함",가격대가 낮아 상세 조건 확인으로 이어지기 쉬움,"알레르기 성분, 당류, 보관법, 개별 포장 여부를 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","아이 간식, 사무실 간식, 손님용 간식을 찾는 사람 기준으로 농심 누룽지팝 142g 고를 때 보기 쉬운 구매 전 체크","농심 누룽지팝 142g를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방 수납장, 사무실 탕비실, 책상 서랍 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"아이시스 8.0 ECO 생수 무라벨, 2L, 12개",아이시스 ECO 생수,https://www.coupang.com/vp/products/8244112543?itemId=21474296085,https://www.coupang.com/vp/products/8244112543?itemId=21474296085,,8244112543,21474296085,식품,"9,690원",13,"로켓배송, 내일도착",5.0,97500,405.0,high,1만원 미만,생수/음료,"사계절, 여름","생수를 박스로 사두는 가정, 자취생, 사무실 탕비실 담당자","주방, 현관 옆 보관 공간, 사무실, 탕비실",생수를 매번 사러 가기 번거롭고 집이나 사무실에 미리 준비해두고 싶을 때,"용량과 개수, 보관 공간, 배송 무게를 같이 보지 않으면 주문 후 불편할 수 있음",반복 구매 수요가 높아 구성과 개수 비교가 중요함,500ml와 2L처럼 사용 상황에 따라 선택 기준이 분명함,무라벨 여부와 보관 편의성을 함께 판단하기 좋음,"박스 단위 무게, 보관 공간, 병 용량을 구매 전에 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","생수를 박스로 사두는 가정, 자취생, 사무실 탕비실 담당자 기준으로 아이시스 ECO 생수 고를 때 보기 쉬운 구매 전 체크","아이시스 ECO 생수를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 현관 옆 보관 공간, 사무실, 탕비실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"짜파게티 140g, 20개",짜파게티 140g 20개,https://www.coupang.com/vp/products/8821592139?itemId=26442814816,https://www.coupang.com/vp/products/8821592139?itemId=26442814816,,8821592139,26442814816,식품,"18,150원",0,"로켓배송, 내일도착",5.0,476249,415.0,high,1만-3만원대,라면/간편식,사계절,"자취생, 야식이 잦은 사람, 사무실 간식이나 비상식을 준비하는 사람","자취방, 주방 수납장, 사무실 탕비실",간단히 먹을 비상식품이나 자취방 간편식을 미리 준비하고 싶을 때,"묶음 개수와 보관 공간, 소비기한을 생각하지 않으면 남기기 쉬움",개수와 개당 가격 비교가 구매 판단에 직접 연결됨,보관성이 좋아 비상식품으로 확인하기 쉬움,"가족용, 자취용, 사무실용으로 용도가 뚜렷함","나트륨, 소비기한, 보관 공간, 묶음 개수를 함께 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","자취생, 야식이 잦은 사람, 사무실 간식이나 비상식을 준비하는 사람 기준으로 짜파게티 140g 20개 고를 때 보기 쉬운 구매 전 체크","짜파게티 140g 20개를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 자취방, 주방 수납장, 사무실 탕비실 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"밀키스 제로 탄산음료, 250ml, 30개",밀키스 제로 탄산음료,https://www.coupang.com/vp/products/7788955361?itemId=18079199983,https://www.coupang.com/vp/products/7788955361?itemId=18079199983,,7788955361,18079199983,식품,"15,680원",17,"로켓배송, 내일도착",5.0,15735,415.0,high,1만-3만원대,음료/탄산음료,"사계절, 여름","음료를 자주 마시는 가정, 사무실 탕비실, 손님용 음료를 준비하는 사람","냉장고, 주방, 사무실 탕비실, 팬트리",집이나 사무실에 마실 음료를 박스 단위로 미리 준비하고 싶을 때,"개수와 가격만 보면 당류, 카페인, 보관 공간을 놓치기 쉬움",개수와 용량을 기준으로 비교하기 좋음,"제로, 소용량, 대용량처럼 선택 기준이 뚜렷함",가정용과 사무실용으로 쓰임이 분명함,"당류, 카페인, 보관 공간, 캔이나 페트 용량을 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","음료를 자주 마시는 가정, 사무실 탕비실, 손님용 음료를 준비하는 사람 기준으로 밀키스 제로 탄산음료 고를 때 보기 쉬운 구매 전 체크","밀키스 제로 탄산음료를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 냉장고, 주방, 사무실 탕비실, 팬트리 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"제스프리 썬골드키위 점보, 750g, 1개",제스프리 썬골드키위 점보,https://www.coupang.com/vp/products/1721241140?itemId=14553246290,https://www.coupang.com/vp/products/1721241140?itemId=14553246290,,1721241140,14553246290,식품,"10,690원",0,,5.0,137199,415.0,high,1만-3만원대,신선식품,사계절,"장보는 시간을 줄이고 싶은 가정, 자취생, 신선식품을 자주 먹는 사람","냉장고, 주방, 식탁",신선한 과일이나 채소를 배송으로 받아보고 싶을 때,"중량, 신선도, 보관 기간을 확인하지 않으면 만족도가 달라질 수 있음",중량과 개수 확인이 구매 판단에 중요함,배송 후 바로 보관해야 하는 식품이라 관리 기준이 분명함,가정용 장보기 수요와 잘 맞음,"신선도, 중량, 보관법, 배송 상태 안내를 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","장보는 시간을 줄이고 싶은 가정, 자취생, 신선식품을 자주 먹는 사람 기준으로 제스프리 썬골드키위 점보 고를 때 보기 쉬운 구매 전 체크","제스프리 썬골드키위 점보를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 냉장고, 주방, 식탁 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"뉴케어당플랜 호두맛, 200ml, 24개",뉴케어당플랜 호두맛 200ml,https://www.coupang.com/vp/products/8955055493?itemId=27481033779,https://www.coupang.com/vp/products/8955055493?itemId=27481033779,,8955055493,27481033779,식품,"45,040원",43,"로켓배송, 내일도착",5.0,65053,415.0,high,3만-7만원대,음료/탄산음료,"사계절, 여름","음료를 자주 마시는 가정, 사무실 탕비실, 손님용 음료를 준비하는 사람","냉장고, 주방, 사무실 탕비실, 팬트리",집이나 사무실에 마실 음료를 박스 단위로 미리 준비하고 싶을 때,"개수와 가격만 보면 당류, 카페인, 보관 공간을 놓치기 쉬움",개수와 용량을 기준으로 비교하기 좋음,"제로, 소용량, 대용량처럼 선택 기준이 뚜렷함",가정용과 사무실용으로 쓰임이 분명함,"당류, 카페인, 보관 공간, 캔이나 페트 용량을 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","음료를 자주 마시는 가정, 사무실 탕비실, 손님용 음료를 준비하는 사람 기준으로 뉴케어당플랜 호두맛 200ml 고를 때 보기 쉬운 구매 전 체크","뉴케어당플랜 호두맛 200ml를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 냉장고, 주방, 사무실 탕비실, 팬트리 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"G7 퓨어블랙 원두커피믹스, 2g, 200개입, 1개",G7 퓨어블랙 원두커피믹스,https://www.coupang.com/vp/products/8548534914?itemId=24639547867,https://www.coupang.com/vp/products/8548534914?itemId=24639547867,,8548534914,24639547867,식품,"30,420원",29,"로켓배송, 내일도착",5.0,102562,415.0,high,3만-7만원대,커피/음료,사계절,"사무실 탕비실, 자취방, 집에서 커피를 자주 마시는 사람","탕비실, 책상, 주방, 사무실 냉장고",집이나 사무실에서 커피를 자주 마셔서 넉넉한 구성을 미리 준비하고 싶을 때,"개수와 용량만 보고 고르면 당류, 카페인, 보관 공간을 놓치기 쉬움",개수 대비 가격과 소비 속도를 같이 보기 좋음,"사무실용, 집비치용처럼 사용 목적이 분명함",로켓배송과 대량 구성 확인 수요가 높은 편,"당류, 카페인, 유통기한, 보관 공간은 상세정보에서 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","사무실 탕비실, 자취방, 집에서 커피를 자주 마시는 사람 기준으로 G7 퓨어블랙 원두커피믹스 고를 때 보기 쉬운 구매 전 체크","G7 퓨어블랙 원두커피믹스를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 탕비실, 책상, 주방, 사무실 냉장고 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"맥심 모카골드 마일드 커피믹스, 12g, 160개입, 2개",맥심 모카골드 마일드,https://www.coupang.com/vp/products/5238673576?itemId=19565923069,https://www.coupang.com/vp/products/5238673576?itemId=19565923069,,5238673576,19565923069,식품,"49,300원",0,,5.0,66034,415.0,high,3만-7만원대,커피/음료,사계절,"사무실 탕비실, 자취방, 집에서 커피를 자주 마시는 사람","탕비실, 책상, 주방, 사무실 냉장고",집이나 사무실에서 커피를 자주 마셔서 넉넉한 구성을 미리 준비하고 싶을 때,"개수와 용량만 보고 고르면 당류, 카페인, 보관 공간을 놓치기 쉬움",개수 대비 가격과 소비 속도를 같이 보기 좋음,"사무실용, 집비치용처럼 사용 목적이 분명함",로켓배송과 대량 구성 확인 수요가 높은 편,"당류, 카페인, 유통기한, 보관 공간은 상세정보에서 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","사무실 탕비실, 자취방, 집에서 커피를 자주 마시는 사람 기준으로 맥심 모카골드 마일드 고를 때 보기 쉬운 구매 전 체크","맥심 모카골드 마일드를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 탕비실, 책상, 주방, 사무실 냉장고 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"카누 마일드 로스트 아메리카노 미니 원두커피믹스, 900mg, 90개입, 1개",미니 카누 마일드,https://www.coupang.com/vp/products/1391864643?itemId=2427252045,https://www.coupang.com/vp/products/1391864643?itemId=2427252045,,1391864643,2427252045,식품,"20,010원",17,,5.0,20349,423.0,high,1만-3만원대,커피/음료,사계절,"사무실 탕비실, 자취방, 집에서 커피를 자주 마시는 사람","탕비실, 책상, 주방, 사무실 냉장고",집이나 사무실에서 커피를 자주 마셔서 넉넉한 구성을 미리 준비하고 싶을 때,"개수와 용량만 보고 고르면 당류, 카페인, 보관 공간을 놓치기 쉬움",개수 대비 가격과 소비 속도를 같이 보기 좋음,"사무실용, 집비치용처럼 사용 목적이 분명함",로켓배송과 대량 구성 확인 수요가 높은 편,"당류, 카페인, 유통기한, 보관 공간은 상세정보에서 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","사무실 탕비실, 자취방, 집에서 커피를 자주 마시는 사람 기준으로 미니 카누 마일드 고를 때 보기 쉬운 구매 전 체크","미니 카누 마일드를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 탕비실, 책상, 주방, 사무실 냉장고 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"하림 참 토종닭 백숙용 (냉장), 1100g, 1개",하림 토종닭 백숙용,https://www.coupang.com/vp/products/188262980?itemId=537699083,https://www.coupang.com/vp/products/188262980?itemId=537699083,,188262980,537699083,식품,"14,380원",15,,4.5,37600,405.0,high,1만-3만원대,반찬/식재료,사계절,"집밥을 자주 먹는 가정, 간단한 반찬을 준비하는 사람","주방, 냉장고, 냉동실, 팬트리",집밥 반찬이나 조리용 식재료를 미리 준비하고 싶을 때,보관 방식과 조리 난이도를 놓치면 활용도가 낮아질 수 있음,"반찬용, 조리용, 비상식품용으로 쓰임이 분명함",용량과 포장 단위를 비교하기 좋음,냉장/냉동/상온 보관 여부가 판단 기준이 됨,"보관 조건, 조리법, 소비기한, 원재료 정보를 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","집밥을 자주 먹는 가정, 간단한 반찬을 준비하는 사람 기준으로 하림 토종닭 백숙용 고를 때 보기 쉬운 구매 전 체크","하림 토종닭 백숙용를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 주방, 냉장고, 냉동실, 팬트리 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
"소와나무 비피더스 명장 사과 요구르트, 125ml, 8개입, 2개",소와나무 비피더스 명장,https://www.coupang.com/vp/products/7090919022?itemId=19598168685,https://www.coupang.com/vp/products/7090919022?itemId=19598168685,,7090919022,19598168685,식품,"4,970원",0,,5.0,22629,405.0,high,1만원 미만,유제품/간식,사계절,"아이 간식, 아침 대용, 사무실 간식용 유제품을 찾는 사람","냉장고, 주방, 사무실 냉장고",아침이나 간식으로 먹을 냉장 식품을 묶음으로 준비하고 싶을 때,냉장 보관과 소비기한을 놓치면 묶음 구매가 오히려 부담될 수 있음,개수와 소비기한을 함께 비교하기 좋음,"가족용, 간식용, 아침 대용으로 용도가 분명함",당류와 용량을 같이 확인하기 쉬움,"냉장 배송, 소비기한, 당류, 보관 공간을 확인해야 함",문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형","아이 간식, 아침 대용, 사무실 간식용 유제품을 찾는 사람 기준으로 소와나무 비피더스 명장 고를 때 보기 쉬운 구매 전 체크","소와나무 비피더스 명장를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 냉장고, 주방, 사무실 냉장고 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,,,,,
