"상품명","키워드","상품원본URL","쿠팡링크","상품이미지URL","상품ID","아이템ID","카테고리","가격","할인율","로켓정보","평점","리뷰수","점수","click_priority","가격대","상품군","계절태그","대상독자","사용장소","문제상황","불편포인트","장점1","장점2","장점3","주의점","검색의도","글관점","제목시드","썸네일프롬프트","CTA문구","광고고지문","수집경로","수집키워드","수집순위","수집일시","used","used_at","post_title"
"해표 포도씨유, 900ml, 2개",해표 포도씨유 900ml,https://www.coupang.com/vp/products/14051?itemId=8505740,https://www.coupang.com/vp/products/14051?itemId=8505740,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/db30/61278ddc63c732bebf1eac2cf04ef5b5cc0618f0c454f4813c791e96e146.jpg,14051,8505740,식품,"12,600원",60,"로켓배송, 내일도착",5.0,54601,415.0,high,1만-3만원대,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,해표 포도씨유 900ml이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 해표 포도씨유 900ml 고를 때 보기 쉬운 구매 전 체크,"해표 포도씨유 900ml를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,53,2026-05-13 15:05:08,,,
"브라운 오리지널 플러스 도톰한 아기 물티슈 엠보싱 저자극 휴대용 캡형, 55g, 20매, 12개",휴대용 브라운 오리지널,https://www.coupang.com/vp/products/6489890342?itemId=14243089191,https://www.coupang.com/vp/products/6489890342?itemId=14243089191,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/image_audit/stage/manual/348810534973108-b09a7f24-40d5-49a9-bd25-2393b8e01b2d_1750918125737.png,6489890342,14243089191,식품,"8,900원",57,"로켓배송, 내일도착",5.0,54317,413.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,휴대용 브라운 오리지널이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 휴대용 브라운 오리지널 고를 때 보기 쉬운 구매 전 체크,"휴대용 브라운 오리지널를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,104,2026-05-13 15:05:23,,,
"좋은느낌 유기농 순면 울트라슬림 생리대 날개형, 대형, 32개입, 2세트",좋은느낌 유기농 순면,https://www.coupang.com/vp/products/109351579?itemId=25042416255,https://www.coupang.com/vp/products/109351579?itemId=25042416255,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/33481827472745-b8228c48-89b6-41cd-b23c-b99fb0685d15.jpg,109351579,25042416255,식품,"17,010원",52,"로켓배송, 내일도착",5.0,53450,415.0,high,1만-3만원대,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,좋은느낌 유기농 순면이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 좋은느낌 유기농 순면 고를 때 보기 쉬운 구매 전 체크,"좋은느낌 유기농 순면를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,143,2026-05-13 15:05:27,,,
"온더바디 발을씻자 코튼 풋샴푸 레몬민트향, 1개입, 1개, 385ml",온더바디 발을씻자 코튼,https://www.coupang.com/vp/products/116651697?itemId=23220303309,https://www.coupang.com/vp/products/116651697?itemId=23220303309,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/74268898183185-f51166c8-f304-4bdc-9554-cb28cbc2438f.jpg,116651697,23220303309,식품,"5,500원",53,"로켓배송, 내일도착",5.0,52793,405.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,온더바디 발을씻자 코튼이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 온더바디 발을씻자 코튼 고를 때 보기 쉬운 구매 전 체크,"온더바디 발을씻자 코튼를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,118,2026-05-13 15:05:25,,,
"2080 오리지날 미세모 칫솔, 10개입, 1개",2080 오리지날 미세모,https://www.coupang.com/vp/products/330099014?itemId=1055186245,https://www.coupang.com/vp/products/330099014?itemId=1055186245,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/21844595980575-90d7661a-4321-4ef9-a19b-81a3e39229e0.jpg,330099014,1055186245,식품,"4,380원",59,"로켓배송, 내일도착",5.0,49738,405.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,2080 오리지날 미세모이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 2080 오리지날 미세모 고를 때 보기 쉬운 구매 전 체크,"2080 오리지날 미세모를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,22,2026-05-13 15:04:54,,,
"티스 딥 오프 클렌징 오일, 280ml, 2개",티스 오프 클렌징,https://www.coupang.com/vp/products/8209850103?itemId=19788403848,https://www.coupang.com/vp/products/8209850103?itemId=19788403848,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/7ff7/b81c5f96eb2c5caff74f5d6f942c0d76611517806acfab17f273245a7a75.jpg,8209850103,19788403848,식품,"16,950원",52,"로켓배송, 내일도착",5.0,48946,415.0,high,1만-3만원대,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,티스 오프 클렌징이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 티스 오프 클렌징 고를 때 보기 쉬운 구매 전 체크,"티스 오프 클렌징를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,151,2026-05-13 15:05:28,,,
"하이안비컴메디컬유한공사 이오 소독용 알콜스왑, 100개입, 1개",하이안비컴메디컬유한공사 이오 소독용,https://www.coupang.com/vp/products/1505210219?itemId=2602222175,https://www.coupang.com/vp/products/1505210219?itemId=2602222175,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/f11f/c05199aa7aaab3747b1c9da1074e6d7a0d4f1bc5ae51f6a4b777b1230f2d.jpg,1505210219,2602222175,식품,"1,890원",0,"로켓배송, 내일도착",5.0,48053,405.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,하이안비컴메디컬유한공사 이오 소독용이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 하이안비컴메디컬유한공사 이오 소독용 고를 때 보기 쉬운 구매 전 체크,"하이안비컴메디컬유한공사 이오 소독용를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,15,2026-05-13 15:04:53,,,
"오랄비 왁스 치실, 50m, 2개입, 2개",오랄비 왁스 치실,https://www.coupang.com/vp/products/8969766092?itemId=20662794301,https://www.coupang.com/vp/products/8969766092?itemId=20662794301,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/216857022966160-a2bda54c-f746-4523-8d27-c57023795a17.jpg,8969766092,20662794301,식품,"4,700원",47,"로켓배송, 내일도착",5.0,46087,405.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,오랄비 왁스 치실이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 오랄비 왁스 치실 고를 때 보기 쉬운 구매 전 체크,"오랄비 왁스 치실를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,120,2026-05-13 15:05:25,,,
"브레프 파워액티브 변기세정제 라벤더향, 50g, 5개",브레프 파워액티브 변기세정제,https://www.coupang.com/vp/products/7568167259?itemId=20176197820,https://www.coupang.com/vp/products/7568167259?itemId=20176197820,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/423167659397999-9cd9a0c7-f927-4d9b-96c3-be804528a392.png,7568167259,20176197820,식품,"7,970원",64,"로켓배송, 내일도착",4.5,44964,395.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,브레프 파워액티브 변기세정제이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 브레프 파워액티브 변기세정제 고를 때 보기 쉬운 구매 전 체크,"브레프 파워액티브 변기세정제를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,31,2026-05-13 15:04:55,,,
"해찬들 맛있는 재래식 된장, 3kg, 1개",해찬들 맛있는 재래식,https://www.coupang.com/vp/products/8359528092?itemId=18096221245,https://www.coupang.com/vp/products/8359528092?itemId=18096221245,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/165f/1b1ba1076921ee78c0a748a86c4c347d3f1534461358f693344fefa5813d.jpg,8359528092,18096221245,식품,"11,320원",57,"로켓배송, 내일도착",4.5,43858,405.0,high,1만-3만원대,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,해찬들 맛있는 재래식이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 해찬들 맛있는 재래식 고를 때 보기 쉬운 구매 전 체크,"해찬들 맛있는 재래식를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,117,2026-05-13 15:05:25,,,
"팔도 비빔장 시그니처, 200g, 2개",팔도 비빔장 시그니처,https://www.coupang.com/vp/products/201242344?itemId=5571526159,https://www.coupang.com/vp/products/201242344?itemId=5571526159,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/f1f98b1d-951b-49be-b6f4-9922ef7794196914403207039557071.png,201242344,5571526159,식품,"8,400원",20,"로켓배송, 내일도착",5.0,41537,405.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,팔도 비빔장 시그니처이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 팔도 비빔장 시그니처 고를 때 보기 쉬운 구매 전 체크,"팔도 비빔장 시그니처를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,138,2026-05-13 15:05:27,,,
"코멧 홈 논슬립 바지걸이, 그레이, 20개",코멧 논슬립 바지걸이,https://www.coupang.com/vp/products/4564835984?itemId=21759930524,https://www.coupang.com/vp/products/4564835984?itemId=21759930524,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/140991950141906-882fb6f6-8a80-4043-9191-46c428a036ca.jpg,4564835984,21759930524,식품,"8,900원",44,"로켓배송, 내일도착",5.0,38414,405.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,코멧 논슬립 바지걸이이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 코멧 논슬립 바지걸이 고를 때 보기 쉬운 구매 전 체크,"코멧 논슬립 바지걸이를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,162,2026-05-13 15:05:39,,,
"불스원 Rain OK 에탄올 3in1 발수코팅 워셔액, 1.8L, 1개",불스원 Rain OK,https://www.coupang.com/vp/products/5749856293?itemId=2819707999,https://www.coupang.com/vp/products/5749856293?itemId=2819707999,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/715492802850655-38ca9a7e-1e18-4134-b273-ee6812d126a8.jpg,5749856293,2819707999,식품,"4,490원",0,"로켓배송, 내일도착",5.0,37682,405.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,불스원 Rain OK이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 불스원 Rain OK 고를 때 보기 쉬운 구매 전 체크,"불스원 Rain OK를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,100,2026-05-13 15:05:23,,,
"몽쉘 생크림케이크 카카오, 408g, 1개",몽쉘 생크림케이크 카카오,https://www.coupang.com/vp/products/8290454136?itemId=19933239221,https://www.coupang.com/vp/products/8290454136?itemId=19933239221,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/1025_amir_coupang_oct_80k/84d9/c0e8245c4d2d9d58cb044299eca9a7f2cdff880fed5145dd90ea5b17ac0a.jpg,8290454136,19933239221,식품,"4,970원",0,"로켓배송, 내일도착",5.0,37370,405.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,몽쉘 생크림케이크 카카오이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 몽쉘 생크림케이크 카카오 고를 때 보기 쉬운 구매 전 체크,"몽쉘 생크림케이크 카카오를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,79,2026-05-13 15:05:10,,,
"코멧 홈 논슬립 코팅 회전형 치마바지걸이, 그레이, 20개",코멧 논슬립 코팅,https://www.coupang.com/vp/products/1500049935?itemId=2575884019,https://www.coupang.com/vp/products/1500049935?itemId=2575884019,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/728804883655133-85b5badf-e76c-4473-8b16-fef790c1bb94.jpg,1500049935,2575884019,식품,"9,200원",52,"로켓배송, 내일도착",5.0,37184,405.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,코멧 논슬립 코팅이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 코멧 논슬립 코팅 고를 때 보기 쉬운 구매 전 체크,"코멧 논슬립 코팅를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,148,2026-05-13 15:05:28,,,
홈플래닛 스테인레스 디지털 백라이팅 주방저울 1kg,홈플래닛 스테인레스 디지털,https://www.coupang.com/vp/products/1541104559?itemId=2249520008,https://www.coupang.com/vp/products/1541104559?itemId=2249520008,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/18729388757488-1b49d1fe-0678-4996-83e9-e9724f137255.jpg,1541104559,2249520008,식품,"6,690원",43,"로켓배송, 내일도착",4.5,37158,395.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,홈플래닛 스테인레스 디지털이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 홈플래닛 스테인레스 디지털 고를 때 보기 쉬운 구매 전 체크,"홈플래닛 스테인레스 디지털를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,200,2026-05-13 15:05:43,,,
"홈플래닛 퀄컴 공식인증 QC3.0 18W 고속충전기 + C타입 충전케이블 1.2m 세트, 화이트, 1개",홈플래닛 퀄컴 공식인증,https://www.coupang.com/vp/products/1628630781?itemId=2778296479,https://www.coupang.com/vp/products/1628630781?itemId=2778296479,https://thumbnail.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/249601546836886-cc62fd26-1e09-4454-8780-ffe4880e6b10.jpg,1628630781,2778296479,식품,"7,490원",49,"로켓배송, 내일도착",4.5,35049,395.0,high,1만원 미만,식품,사계절,구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람,집이나 개인 작업 공간,홈플래닛 퀄컴 공식인증이 필요하지만 어떤 제품을 골라야 할지 애매할 때,광고성 정보는 많은데 내 상황에 맞는 판단이 어려운 점,실사용 기준으로 접근하기 쉬운 점,가격 대비 만족도를 기대하기 쉬운 점,후기와 정보량이 비교적 많은 점,사용 환경과 예산에 따라 만족도가 달라질 수 있음,문제해결형 추천,"구매 전 용량, 구성, 보관, 소비 속도를 정리하는 체크리스트형",구매 전 후기와 현실적인 추천 포인트를 함께 보는 사람 기준으로 홈플래닛 퀄컴 공식인증 고를 때 보기 쉬운 구매 전 체크,"홈플래닛 퀄컴 공식인증를 실제 생활 공간에서 사용하는 한국형 라이프스타일 장면. 집이나 개인 작업 공간 배경, 자연광, 과한 광고 느낌 없는 현실적인 분위기.",제품 상세정보와 현재 가격은 아래 링크에서 바로 확인 가능,"이 포스팅은 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다.",로켓배송>식품,식품,153,2026-05-13 15:05:39,,,
